地名,センター（center.csvを使わない場合は空白化）,可燃ごみ,ガラス類・ビン資源・紙容器,金物類・粗大ごみ,カン・ペット・トレイ資源,陶磁器類
片町,東部管理センター,月 木,水2,火1 火3,水4,水4,木
中恵土,
下恵土,
禅台寺,
徳野南,
平貝戸,
明智,
石森,
石井,
今渡,
土田,
菅刈,
西帷子,
緑,
鳩吹台,
若葉台,
虹ヶ丘,
東帷子,
愛岐ケ丘,
長坂,
光陽台,
長洞,
帷子新町,
川合,
川合北,
谷迫間,
清水ヶ丘,
日本ランド,
美里ヶ丘,
坂戸,
矢戸,
塩,
塩河,
室原,
坂戸台,
久々利,
羽崎,
二野,
緑ヶ丘,
羽生ヶ丘,
瀬田,
柿田,
しらさぎ,
渕之上,
兼山,
下切,
北姫ニュータウン,
姫ヶ丘,
みずきケ丘,
今,
広眺ヶ丘,
広見,
桜ヶ丘,
皐ヶ丘,
桂ヶ丘,
小滝苑,
柿下,
大森,
松伏,
大森台,
星見台,
